addr_full,brand,brand_wikidata,city,country,email,extras,housenumber,lat,lon,name,opening_hours,phone,postcode,ref,state,store_url,street,website
"Омск, Енисейская, 3Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9764, 73.3401,,,,,140,,,,https://www.gpnbonus.ru/
"Бишкек, Горького, 1/4",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8566, 74.6365,,,,,141,,,,https://www.gpnbonus.ru/
"Гомель, Могилёвская, 1ж",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.4647, 30.9448,,,,,142,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Гатчинское, 17",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.7166, 30.0796,,,,,143,,,,https://www.gpnbonus.ru/
"Серпухов, М2 (справа, 94-й км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9366, 37.5278,,,,,144,,,,https://www.gpnbonus.ru/
"Анжеро-Судженск, Кемсеть",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.0635, 86.0112,,,,,145,,,,https://www.gpnbonus.ru/
"Бишкек, М.Ганди, 91",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8843, 74.5768,,,,,146,,,,https://www.gpnbonus.ru/
"Переславль-Залесский, М8 Москва-Холмогоры (выезд из Переславля-Залесского)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.706, 38.8001,,,,,147,,,,https://www.gpnbonus.ru/
"Саранск, Юго-Западное, 4",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.1801, 45.1318,,,,,148,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Фучика, 8к2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.8810, 30.3761,,,,,149,,,,https://www.gpnbonus.ru/
"Серпухов, М2 (94 км, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9363, 37.5300,,,,,150,,,,https://www.gpnbonus.ru/
"Вахдат, Рудаки, 144",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,38.5459, 69.0166,,,,,151,,,,https://www.gpnbonus.ru/
"Екатеринбург, Сибирский тракт (17 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7718, 60.8670,,,,,152,,,,https://www.gpnbonus.ru/
"Жлобин, Фоканова, 13",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.9037, 30.029,,,,,153,,,,https://www.gpnbonus.ru/
"Яя, Жуковкого, 4",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.2062, 86.4188,,,,,154,,,,https://www.gpnbonus.ru/
"Омск, Мира, 122",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0373, 73.2128,,,,,155,,,,https://www.gpnbonus.ru/
"Бишкек, М.Ганди, 179",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8949, 74.5751,,,,,156,,,,https://www.gpnbonus.ru/
"Ям, М8 Москва-Холмогоры (д. Ям, объезд Переславля Залесского)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.6975, 38.8324,,,,,157,,,,https://www.gpnbonus.ru/
"Краснодар, Новороссийская, 106",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,45.0288, 39.0161,,,,,158,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Ленинградская, 89А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.1168, 30.1908,,,,,159,,,,https://www.gpnbonus.ru/
"Львово, Калужское (63 км, вблизи д.Львово)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.2862, 37.1223,,,,,160,,,,https://www.gpnbonus.ru/
"Ханака, М41 (Колхоз Ватан)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,38.5512, 68.6135,,,,,161,,,,https://www.gpnbonus.ru/
"Екатеринбург, Монтажников, 16",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8874, 60.5289,,,,,162,,,,https://www.gpnbonus.ru/
"Куйбышев, Р381 (Район ПМК Мелиоводстрой)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.423, 78.3282,,,,,163,,,,https://www.gpnbonus.ru/
"Омск, 22 Декабря, 90Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9489, 73.2842,,,,,164,,,,https://www.gpnbonus.ru/
"Бишкек, Токтогула, 160",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8724, 74.5907,,,,,165,,,,https://www.gpnbonus.ru/
"Геленджик, М4 (1511 км, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,44.5854, 38.0710,,,,,166,,,,https://www.gpnbonus.ru/
"Ярославль, Московский, 110",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.5727, 39.8393,,,,,167,,,,https://www.gpnbonus.ru/
"Москва, Ген.Тюленева, 14",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6140, 37.4907,,,,,168,,,,https://www.gpnbonus.ru/
"Худжанд, Севастопольская",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,40.2922, 69.6185,,,,,169,,,,https://www.gpnbonus.ru/
"Дегтярск, Новый лесозавод, 9",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.6836, 60.1055,,,,,170,,,,https://www.gpnbonus.ru/
"Жодино, Рокосовского, 11",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.0944, 28.2891,,,,,171,,,,https://www.gpnbonus.ru/
"Куйбышев, Чехова, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.4486, 78.303,,,,,172,,,,https://www.gpnbonus.ru/
"Промышленная, Комарова, 111",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.899, 85.650,,,,,173,,,,https://www.gpnbonus.ru/
"Омск, Пушкинский тракт, 14 (10 км, слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0588, 73.4168,,,,,174,,,,https://www.gpnbonus.ru/
"Кореновск, Красная,2/л",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,45.4523, 39.4447,,,,,175,,,,https://www.gpnbonus.ru/
"Зверинцы, Юго-Западная окружная дорога Ярославля (слева)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.6205, 39.7715,,,,,176,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Выборгское 503, 5",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.1052, 30.248,,,,,177,,,,https://www.gpnbonus.ru/
"Воронеж, Остужева, 51",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,51.6842, 39.3011,,,,,178,,,,https://www.gpnbonus.ru/
"Ломоносов, Победы, 27",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.9014, 29.7685,,,,,179,,,,https://www.gpnbonus.ru/
"Москва, Осташковская, 22А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8855, 37.6739,,,,,180,,,,https://www.gpnbonus.ru/
"Чкаловск, Гафуровский (3 км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,40.2456, 69.6966,,,,,181,,,,https://www.gpnbonus.ru/
"Екатеринбург, Кислородная, 7А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.864, 60.6140,,,,,182,,,,https://www.gpnbonus.ru/
"Новосибирск, Немировича-Данченко, 118/2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9731, 82.9043,,,,,183,,,,https://www.gpnbonus.ru/
"Омск, Семиреченская, 128, 3",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9302, 73.2861,,,,,184,,,,https://www.gpnbonus.ru/
"Бишкек, Льва Толстого, 17Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8664, 74.5733,,,,,185,,,,https://www.gpnbonus.ru/
"Зверинцы, Юго-Западная окружная дорога Ярославля (справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.6216, 39.7733,,,,,186,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Московское 46, 3",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.8191, 30.3680,,,,,187,,,,https://www.gpnbonus.ru/
"Москва, Юрловский, 4А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8661, 37.6263,,,,,188,,,,https://www.gpnbonus.ru/
"Кашино, Ленина, 2В",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.5265, 60.8708,,,,,189,,,,https://www.gpnbonus.ru/
"Новосибирск, Фрунзе, 122",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0377, 82.9385,,,,,190,,,,https://www.gpnbonus.ru/
"Омск, Химиков, 60, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0576, 73.3037,,,,,191,,,,https://www.gpnbonus.ru/
"Бишкек, Жибек-Жолу, 276/2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8846, 74.6158,,,,,192,,,,https://www.gpnbonus.ru/
"Ольгинская, Кирова (пересечение с  Ленина)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,45.9288, 38.5282,,,,,193,,,,https://www.gpnbonus.ru/
"Орлово, М-8 (подъезд к Костроме, Россия, М-8)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.5402, 39.9934,,,,,194,,,,https://www.gpnbonus.ru/
"Гомель, Объездная (пересечение с Речицким пр)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.4052, 30.9067,,,,,195,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Химиков, 4",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.966, 30.469,,,,,196,,,,https://www.gpnbonus.ru/
"Москва, Пятницкое, 51",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8604, 37.3480,,,,,197,,,,https://www.gpnbonus.ru/
"Душанбе, Бободжона Гафурова 33/2 (84 мкр.)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,38.5755, 68.7415,,,,,198,,,,https://www.gpnbonus.ru/
"Новосибирск, Есенина, 1Б/1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0524, 82.996,,,,,199,,,,https://www.gpnbonus.ru/
"Омск, 8-я Восточная, 21А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0099, 73.4071,,,,,200,,,,https://www.gpnbonus.ru/
"Бишкек, Ахунбаева, 188А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8433, 74.5732,,,,,201,,,,https://www.gpnbonus.ru/
"Ярославль, Ленинградский., 130 (перекресток с КрасноПеревальский)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.7241, 39.7498,,,,,202,,,,https://www.gpnbonus.ru/
"Екатеринбург, Космонавтов, 1Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8603, 60.6117,,,,,203,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Планерная, 30",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.0086, 30.2351,,,,,204,,,,https://www.gpnbonus.ru/
"Душанбе, Негмата Карабаева, 240",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,38.5077, 68.7612,,,,,205,,,,https://www.gpnbonus.ru/
"Ревда, Мичурина/ Цветников (на пересечении )",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7912, 59.9118,,,,,206,,,,https://www.gpnbonus.ru/
"Новосибирск, Бердское, 63",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9559, 83.0615,,,,,207,,,,https://www.gpnbonus.ru/
"Омск, 1-я  Красной звезды, 53",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9223, 73.3518,,,,,208,,,,https://www.gpnbonus.ru/
"Краснодар, Ялтинская, 30",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,45.0313, 39.0285,,,,,209,,,,https://www.gpnbonus.ru/
"Мякишево, М8 (106 км слева, вблизи д. Мякишево)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.5100, 38.5170,,,,,210,,,,https://www.gpnbonus.ru/
"Минск, Матусевича, 35а",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.9164, 27.456,,,,,211,,,,https://www.gpnbonus.ru/
"Химки, Новокуркинское, 14А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.8974, 37.4006,,,,,212,,,,https://www.gpnbonus.ru/
"Белово, Артёма, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.3722, 86.3522,,,,,213,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Десантников, 21",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.8531, 30.1988,,,,,214,,,,https://www.gpnbonus.ru/
"Лесная поляна, М8 (Кузнечихинский с/о)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.6787, 39.9019,,,,,215,,,,https://www.gpnbonus.ru/
"Москва, Гаврикова, 4",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7795, 37.6719,,,,,216,,,,https://www.gpnbonus.ru/
"Душанбе, Лохути",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,38.5798, 68.8001,,,,,217,,,,https://www.gpnbonus.ru/
"Двуреченск, Заводская, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.6030, 61.1056,,,,,218,,,,https://www.gpnbonus.ru/
"Новосибирск, Владимировская, 22А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.040, 82.8874,,,,,219,,,,https://www.gpnbonus.ru/
"Омск, Бульвар Архитекторов, 18",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9775, 73.2873,,,,,220,,,,https://www.gpnbonus.ru/
"Краснодар, Уральская, 96/3",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,45.0315, 39.0414,,,,,221,,,,https://www.gpnbonus.ru/
"Кронштадт, Кронштадское, 15А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.0085, 29.7371,,,,,222,,,,https://www.gpnbonus.ru/
"Москва, Олимпийская деревня, 4А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.6746, 37.4720,,,,,223,,,,https://www.gpnbonus.ru/
"Полевской, Магистраль, 4",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.4609, 60.2158,,,,,224,,,,https://www.gpnbonus.ru/
"Новосибирск, Петухова, 122/4",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9392, 82.9308,,,,,225,,,,https://www.gpnbonus.ru/
"Белово, Веры Волошиной, 62 к1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.4301, 86.2755,,,,,226,,,,https://www.gpnbonus.ru/
"Большеречье, Большеречье (Р392, 250-й км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.1000, 74.6148,,,,,227,,,,https://www.gpnbonus.ru/
"Ленинградская, Староминская-Ленинградская-Павловская (41 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,46.3000, 39.3811,,,,,228,,,,https://www.gpnbonus.ru/
"Красный Бор, Машиностроителей (перекресток с ул Папанина)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.6437, 39.9585,,,,,229,,,,https://www.gpnbonus.ru/
"Барановичи, Тельмана, 100А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.1317, 26.0663,,,,,230,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Полевая-Сабировская, 56",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.9978, 30.2690,,,,,231,,,,https://www.gpnbonus.ru/
"Березовский, Березовский тракт, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8985, 60.7664,,,,,232,,,,https://www.gpnbonus.ru/
"Новосибирск, Хилокская, 19",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9464, 82.8312,,,,,233,,,,https://www.gpnbonus.ru/
"Гурьевск, Мичурина, 21",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.2948, 85.9532,,,,,234,,,,https://www.gpnbonus.ru/
"Душанбе, Джами, 8",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,38.524, 68.7584,,,,,235,,,,https://www.gpnbonus.ru/
"Ярославль, Промышленное (вблизи Республиканского)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,57.6513, 39.8228,,,,,236,,,,https://www.gpnbonus.ru/
"Горки, Каширское 32 км",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.5324, 37.7692,,,,,237,,,,https://www.gpnbonus.ru/
"Тихорецк, Р217 (26 км, справа)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,45.9429, 40.0753,,,,,238,,,,https://www.gpnbonus.ru/
"Воронеж, Ленинский, 176а",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,51.7026, 39.2759,,,,,239,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Камышовая 21",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.0077, 30.2425,,,,,240,,,,https://www.gpnbonus.ru/
"Рыбинск, Ярославский тракт, 150",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.0251, 38.9098,,,,,241,,,,https://www.gpnbonus.ru/
"Реутов, Транспортный, 6",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7797, 37.8646,,,,,242,,,,https://www.gpnbonus.ru/
"Любань, Боровика, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,52.8090, 28.0114,,,,,243,,,,https://www.gpnbonus.ru/
"Гурьевск, Нефтяников, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.2865, 85.9943,,,,,244,,,,https://www.gpnbonus.ru/
"Полтавка, 4-я Восточная, 26",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.3678, 71.7866,,,,,245,,,,https://www.gpnbonus.ru/
"Гиссар, Раджабова, 4",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,38.5345, 68.5579,,,,,246,,,,https://www.gpnbonus.ru/
"Рыбинск, Большая Тоговщинская, 34",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.0657, 38.786,,,,,247,,,,https://www.gpnbonus.ru/
"Щелково, Талсинская (у Макдоналдс)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.9249, 37.9982,,,,,248,,,,https://www.gpnbonus.ru/
"Михайловск, 1 Мая, 2А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.4476, 59.1130,,,,,249,,,,https://www.gpnbonus.ru/
"Минск, МКАД, 27 км (внешняя сторона)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.8455, 27.4438,,,,,250,,,,https://www.gpnbonus.ru/
"Новосибирск, Тупик Красина, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0449, 82.963,,,,,251,,,,https://www.gpnbonus.ru/
"Русская поляна, Ленина, 2Б",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,53.7788, 73.8546,,,,,252,,,,https://www.gpnbonus.ru/
"Усть-Славянка, Советский, 55, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.824, 30.5540,,,,,253,,,,https://www.gpnbonus.ru/
"Шодмон, Поворот в сторону Рамита",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,38.5747, 69.0053,,,,,254,,,,https://www.gpnbonus.ru/
"Новая Усмань, Ростовская, 133А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,51.6012, 39.4285,,,,,255,,,,https://www.gpnbonus.ru/
"Саперный, Петрозаводское, 52",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.7732, 30.7018,,,,,256,,,,https://www.gpnbonus.ru/
"Пушкино, Акуловское 1 км",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.0045, 37.8304,,,,,257,,,,https://www.gpnbonus.ru/
"Новосибирск, Гусинобродское, 45",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.0427, 83.0387,,,,,258,,,,https://www.gpnbonus.ru/
"Ижморский, Ленина, 134",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.1896, 86.6541,,,,,259,,,,https://www.gpnbonus.ru/
"Екатеринбург, Димитрова, 120",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7363, 60.7043,,,,,260,,,,https://www.gpnbonus.ru/
"Чимтеппа, с. Чимтеппа",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,38.4623, 68.7380,,,,,261,,,,https://www.gpnbonus.ru/
"Краснодар, Калинина, 100/9",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,45.0534, 38.9097,,,,,262,,,,https://www.gpnbonus.ru/
"Рыбинск, Пошехонский тракт, 15",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.0746, 38.8429,,,,,263,,,,https://www.gpnbonus.ru/
"Москва, Нижняя, 12, соор.1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.7760, 37.5745,,,,,264,,,,https://www.gpnbonus.ru/
"Новосибирск, Плотинная, 1А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.8437, 83.0354,,,,,265,,,,https://www.gpnbonus.ru/
"Зеленое поле, Р402 (вблизи д. Зеленое Поле)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.9338, 73.208,,,,,266,,,,https://www.gpnbonus.ru/
"Санкт-Петербург, Энгельса, 190, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,60.0872, 30.3608,,,,,267,,,,https://www.gpnbonus.ru/
"Бишкек, Льва Толстого, 5А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,42.8633, 74.5993,,,,,268,,,,https://www.gpnbonus.ru/
"Чимтеппа, 384 ( Южная улица, вблизи рынка Корвон)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,38.4996, 68.7562,,,,,269,,,,https://www.gpnbonus.ru/
"Екатеринбург, Вилонова, 31",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.8669, 60.6380,,,,,270,,,,https://www.gpnbonus.ru/
"Рыбинск, Труда, 116",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,58.0334, 38.8052,,,,,271,,,,https://www.gpnbonus.ru/
"Троицк, Калужское (40-й км)",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,55.4742, 37.3118,,,,,272,,,,https://www.gpnbonus.ru/
"Екатеринбург, Щербакова, 2А",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,56.7908, 60.6457,,,,,273,,,,https://www.gpnbonus.ru/
"Борисов, Зеленый Городок, 2",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.1940, 28.5186,,,,,274,,,,https://www.gpnbonus.ru/
"Таврическое, Магистральная, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,54.5919, 73.6155,,,,,275,,,,https://www.gpnbonus.ru/
"Тярлево, Фильтровское, 1",Gazprom Neft,,,Russia,,{'@spider': 'gazpromneft_dac'},,59.7112, 30.4368,,,,,276,,,,https://www.gpnbonus.ru/
